Date,Open,Close
"Nov 11, 2016",645.3,594.45
"Nov 15, 2016",594.45,534.0
"Nov 16, 2016",534.0,554.95
"Nov 17, 2016",562.0,562.05
"Nov 18, 2016",558.95,559.05
"Nov 21, 2016",559.0,570.85
"Nov 22, 2016",582.15,567.85
"Nov 23, 2016",575.0,582.4
"Nov 24, 2016",575.3,568.6
"Nov 25, 2016",569.45,572.0
"Nov 28, 2016",565.0,582.6
"Nov 29, 2016",575.1,599.6
"Nov 30, 2016",599.0,600.15
"Dec 01, 2016",610.6,589.4
"Dec 02, 2016",595.65,591.55
"Dec 05, 2016",591.0,575.4
"Dec 06, 2016",578.0,562.85
"Dec 07, 2016",569.45,562.9
"Dec 08, 2016",571.45,561.9
"Dec 09, 2016",563.25,563.75
"Dec 12, 2016",560.3,540.2
"Dec 13, 2016",538.15,536.8
"Dec 14, 2016",529.55,535.3
"Dec 15, 2016",525.5,536.6
"Dec 16, 2016",540.0,525.65
"Dec 19, 2016",530.0,518.5
"Dec 20, 2016",527.95,511.65
"Dec 21, 2016",517.85,529.8
"Dec 22, 2016",526.25,522.95
"Dec 23, 2016",520.6,523.85
"Dec 26, 2016",515.75,511.1
"Dec 27, 2016",511.25,515.65
"Dec 28, 2016",521.9,530.9
"Dec 29, 2016",531.5,550.5
"Dec 30, 2016",555.0,557.3
"Jan 02, 2017",575.0,563.7
"Jan 03, 2017",570.0,566.8
"Jan 04, 2017",573.5,577.05
"Jan 05, 2017",595.4,590.65
"Jan 06, 2017",600.0,602.25
"Jan 09, 2017",603.0,599.95
"Jan 10, 2017",594.55,607.25
"Jan 11, 2017",608.0,639.45
"Jan 12, 2017",642.1,640.6
"Jan 13, 2017",642.0,648.15
"Jan 16, 2017",655.0,659.7
"Jan 17, 2017",699.0,666.0
"Jan 18, 2017",661.0,638.5
"Jan 19, 2017",643.0,636.7
"Jan 20, 2017",635.0,630.35
"Jan 23, 2017",635.9,632.55
"Jan 24, 2017",635.45,633.65
"Jan 25, 2017",640.0,645.95
"Jan 27, 2017",645.95,661.2
"Jan 30, 2017",660.0,660.95
"Jan 31, 2017",661.8,660.25
"Feb 01, 2017",666.0,671.35
"Feb 02, 2017",684.1,735.9
"Feb 03, 2017",738.1,760.75
"Feb 06, 2017",770.0,760.4
"Feb 07, 2017",764.0,743.3
"Feb 08, 2017",736.1,740.2
"Feb 09, 2017",741.25,728.2
"Feb 10, 2017",733.8,725.9
"Feb 13, 2017",723.05,727.9
"Feb 14, 2017",711.25,667.75
"Feb 15, 2017",665.0,642.15
"Feb 16, 2017",664.0,632.8
"Feb 17, 2017",635.1,659.2
"Feb 20, 2017",659.2,675.25
"Feb 21, 2017",680.55,670.5
"Feb 22, 2017",672.0,680.75
"Feb 23, 2017",685.0,663.5
"Feb 27, 2017",663.5,661.5
"Feb 28, 2017",663.0,655.5
"Mar 01, 2017",671.65,651.7
"Mar 02, 2017",651.1,648.1
"Mar 03, 2017",641.0,643.5
"Mar 06, 2017",651.6,647.45
"Mar 07, 2017",642.5,633.95
"Mar 08, 2017",631.25,622.8
"Mar 09, 2017",625.0,627.85
"Mar 10, 2017",628.6,621.9
"Mar 14, 2017",621.9,633.0
"Mar 15, 2017",639.1,692.0
"Mar 16, 2017",683.0,698.7
"Mar 17, 2017",704.9,707.85
"Mar 20, 2017",708.05,675.35
"Mar 21, 2017",679.95,673.9
"Mar 22, 2017",662.0,659.75
"Mar 23, 2017",663.0,679.0
"Mar 24, 2017",684.65,669.75
"Mar 27, 2017",671.0,666.4
"Mar 28, 2017",672.95,666.95
"Mar 29, 2017",674.75,671.4
"Mar 30, 2017",0.0,0.0
"Mar 31, 2017",699.0,702.35
"Apr 03, 2017",700.0,720.85
