Date,Open,Close
"Apr 03, 2017",1471.75,1473.33
"Mar 31, 2017",1473.55,1449.45
"Mar 30, 2017",1490.0,1465.55
"Mar 29, 2017",1497.75,1472.98
"Mar 28, 2017",1498.0,1478.38
"Mar 27, 2017",1500.0,1473.82
"Mar 24, 2017",1506.5,1486.15
"Mar 23, 2017",1484.4,1490.46
"Mar 22, 2017",1496.0,1464.21
"Mar 21, 2017",1530.0,1488.04
"Mar 20, 2017",1529.9,1509.93
"Mar 17, 2017",1453.4,1502.55
"Mar 16, 2017",1442.0,1432.07
"Mar 15, 2017",1451.75,1420.48
"Mar 14, 2017",1433.3,1433.8
"Mar 10, 2017",1452.75,1419.88
"Mar 09, 2017",1442.8,1431.32
"Mar 08, 2017",1465.8,1432.56
"Mar 07, 2017",1474.0,1443.85
"Mar 06, 2017",1480.75,1456.44
"Mar 03, 2017",1475.0,1467.08
"Mar 02, 2017",1502.1,1468.52
"Mar 01, 2017",1505.0,1480.71
"Feb 28, 2017",1511.0,1487.29
"Feb 27, 2017",1471.5,1495.37
"Feb 23, 2017",1480.0,1457.72
"Feb 22, 2017",1508.0,1471.34
"Feb 21, 2017",1474.0,1482.74
"Feb 20, 2017",1460.0,1458.17
"Feb 17, 2017",1461.0,1444.99
"Feb 16, 2017",1426.0,1451.78
"Feb 15, 2017",1472.05,1417.5
"Feb 14, 2017",1486.15,1462.43
"Feb 13, 2017",1496.05,1480.46
"Feb 10, 2017",1506.0,1475.6
"Feb 09, 2017",1509.9,1484.97
"Feb 08, 2017",1451.05,1481.3
"Feb 07, 2017",1466.6,1437.46
"Feb 06, 2017",1481.85,1452.87
"Feb 03, 2017",1470.95,1459.36
"Feb 02, 2017",1445.9,1455.99
"Feb 01, 2017",1414.5,1435.29
"Jan 31, 2017",1454.25,1409.88
"Jan 30, 2017",1469.9,1444.94
"Jan 27, 2017",1463.0,1457.62
"Jan 25, 2017",1525.0,1449.3
"Jan 24, 2017",1495.05,1491.31
"Jan 23, 2017",1490.0,1474.86
"Jan 20, 2017",1525.0,1468.32
"Jan 19, 2017",1530.0,1507.4
"Jan 18, 2017",1452.5,1501.56
"Jan 17, 2017",1421.75,1409.88
"Jan 16, 2017",1397.0,1401.85
"Jan 13, 2017",1420.0,1385.41
"Jan 12, 2017",1402.0,1389.86
"Jan 11, 2017",1416.8,1386.1
"Jan 10, 2017",1407.0,1397.59
"Jan 09, 2017",1390.0,1371.39
"Jan 06, 2017",1434.0,1379.86
"Jan 05, 2017",1440.0,1420.23
"Jan 04, 2017",1405.0,1405.76
"Jan 03, 2017",1412.05,1388.77
"Jan 02, 2017",1408.45,1397.79
"Dec 30, 2016",1386.0,1389.42
"Dec 29, 2016",1360.0,1366.63
"Dec 28, 2016",1342.0,1338.9
"Dec 27, 2016",1300.0,1316.21
"Dec 26, 2016",1312.0,1283.67
"Dec 23, 2016",1355.0,1311.7
"Dec 22, 2016",1397.25,1346.28
"Dec 21, 2016",1431.75,1395.66
"Dec 20, 2016",1420.7,1409.53
"Dec 19, 2016",1453.0,1400.91
"Dec 16, 2016",1460.0,1432.46
"Dec 15, 2016",1440.0,1444.05
"Dec 14, 2016",1490.0,1441.08
"Dec 13, 2016",1487.6,1469.96
"Dec 12, 2016",1431.0,1469.96
"Dec 09, 2016",1395.0,1411.96
"Dec 08, 2016",1395.05,1374.46
"Dec 07, 2016",1393.0,1365.84
"Dec 06, 2016",1356.0,1366.88
"Dec 05, 2016",1327.0,1331.02
"Dec 02, 2016",1297.0,1301.9
"Dec 01, 2016",1270.0,1288.23
"Nov 30, 2016",1264.4,1256.72
"Nov 29, 2016",1273.5,1241.17
"Nov 28, 2016",1244.7,1246.37
"Nov 25, 2016",1158.0,1231.21
"Nov 24, 2016",1098.0,1146.07
"Nov 23, 2016",1047.0,1078.95
"Nov 22, 2016",1044.0,1026.4
"Nov 21, 2016",1070.0,1019.12
"Nov 18, 2016",1070.0,1056.66
"Nov 17, 2016",1073.0,1058.6
"Nov 16, 2016",1110.0,1062.11
"Nov 15, 2016",1140.3,1067.76
"Nov 11, 2016",1205.0,1129.62
