Date,Open,Close
"Apr 03, 2017",623.35,630.22
"Mar 31, 2017",607.8,622.08
"Mar 30, 2017",600.55,606.57
"Mar 29, 2017",589.0,599.13
"Mar 28, 2017",583.95,583.71
"Mar 27, 2017",586.8,576.93
"Mar 24, 2017",572.25,585.71
"Mar 23, 2017",552.25,571.74
"Mar 22, 2017",551.7,551.13
"Mar 21, 2017",547.0,550.53
"Mar 20, 2017",555.0,542.95
"Mar 17, 2017",551.1,547.99
"Mar 16, 2017",555.0,550.33
"Mar 15, 2017",564.0,552.97
"Mar 14, 2017",545.95,561.41
"Mar 10, 2017",550.75,544.84
"Mar 09, 2017",551.0,548.13
"Mar 08, 2017",550.9,549.68
"Mar 07, 2017",554.0,547.64
"Mar 06, 2017",550.85,552.28
"Mar 03, 2017",544.85,548.78
"Mar 02, 2017",556.0,542.15
"Mar 01, 2017",553.75,552.53
"Feb 28, 2017",567.8,552.58
"Feb 27, 2017",540.95,562.01
"Feb 23, 2017",544.65,539.85
"Feb 22, 2017",554.05,540.9
"Feb 21, 2017",553.95,552.63
"Feb 20, 2017",528.95,547.59
"Feb 17, 2017",522.9,526.98
"Feb 16, 2017",520.0,522.69
"Feb 15, 2017",524.7,519.34
"Feb 14, 2017",525.95,520.69
"Feb 13, 2017",518.5,520.64
"Feb 10, 2017",530.0,517.45
"Feb 09, 2017",526.0,525.18
"Feb 08, 2017",530.0,521.89
"Feb 07, 2017",530.0,524.68
"Feb 06, 2017",533.0,525.53
"Feb 03, 2017",541.8,530.17
"Feb 02, 2017",532.6,531.17
"Feb 01, 2017",535.8,529.77
"Jan 31, 2017",533.95,532.37
"Jan 30, 2017",544.0,534.51
"Jan 27, 2017",539.75,535.91
"Jan 25, 2017",552.9,538.65
"Jan 24, 2017",554.3,548.43
"Jan 23, 2017",555.0,550.98
"Jan 20, 2017",548.05,555.12
"Jan 19, 2017",553.6,558.81
"Jan 18, 2017",546.5,548.78
"Jan 17, 2017",544.0,545.49
"Jan 16, 2017",540.0,540.25
"Jan 13, 2017",548.8,546.19
"Jan 12, 2017",560.9,547.74
"Jan 11, 2017",540.35,555.22
"Jan 10, 2017",540.0,533.22
"Jan 09, 2017",545.0,536.56
"Jan 06, 2017",550.0,545.54
"Jan 05, 2017",560.0,548.13
"Jan 04, 2017",535.4,548.58
"Jan 03, 2017",531.0,530.67
"Jan 02, 2017",535.7,527.33
"Dec 30, 2016",535.0,530.87
"Dec 29, 2016",515.55,529.67
"Dec 28, 2016",520.0,521.14
"Dec 27, 2016",523.05,513.16
"Dec 26, 2016",527.0,521.64
"Dec 23, 2016",540.0,526.48
"Dec 22, 2016",539.0,540.15
"Dec 21, 2016",533.0,535.16
"Dec 20, 2016",540.0,531.77
"Dec 19, 2016",548.6,534.91
"Dec 16, 2016",537.05,545.04
"Dec 15, 2016",535.0,535.51
"Dec 14, 2016",540.0,536.41
"Dec 13, 2016",541.0,539.1
"Dec 12, 2016",544.0,540.95
"Dec 09, 2016",542.5,542.9
"Dec 08, 2016",550.0,539.9
"Dec 07, 2016",558.85,558.11
"Dec 06, 2016",558.8,555.57
"Dec 05, 2016",549.05,553.87
"Dec 02, 2016",570.0,563.75
"Dec 01, 2016",585.0,570.44
"Nov 30, 2016",572.0,577.23
"Nov 29, 2016",575.0,565.15
"Nov 28, 2016",577.0,567.74
"Nov 25, 2016",563.15,566.0
"Nov 24, 2016",556.05,565.95
"Nov 23, 2016",548.85,558.71
"Nov 22, 2016",538.5,543.59
"Nov 21, 2016",540.5,535.06
"Nov 18, 2016",536.65,541.1
"Nov 17, 2016",533.0,531.82
"Nov 16, 2016",548.5,527.33
"Nov 15, 2016",559.4,539.35
"Nov 11, 2016",585.9,558.26
