Date,Open,Close
"Apr 03, 2017",799.0,814.55
"Mar 31, 2017",801.0,794.93
"Mar 30, 2017",801.0,797.72
"Mar 29, 2017",810.25,797.47
"Mar 28, 2017",790.65,805.83
"Mar 27, 2017",789.0,786.12
"Mar 24, 2017",790.0,778.36
"Mar 23, 2017",796.85,785.82
"Mar 22, 2017",798.95,786.12
"Mar 21, 2017",792.1,794.98
"Mar 20, 2017",785.45,781.89
"Mar 17, 2017",801.0,781.99
"Mar 16, 2017",804.9,793.39
"Mar 15, 2017",829.0,797.42
"Mar 14, 2017",748.7,818.68
"Mar 10, 2017",750.0,745.4
"Mar 09, 2017",733.0,747.79
"Mar 08, 2017",710.0,731.81
"Mar 07, 2017",715.0,701.45
"Mar 06, 2017",710.0,708.02
"Mar 03, 2017",711.95,703.29
"Mar 02, 2017",717.0,708.86
"Mar 01, 2017",720.0,710.36
"Feb 28, 2017",717.25,715.88
"Feb 27, 2017",707.55,714.29
"Feb 23, 2017",710.0,704.43
"Feb 22, 2017",719.0,706.22
"Feb 21, 2017",718.0,716.28
"Feb 20, 2017",705.0,713.54
"Feb 17, 2017",701.8,701.2
"Feb 16, 2017",664.0,692.49
"Feb 15, 2017",680.25,657.19
"Feb 14, 2017",704.2,679.74
"Feb 13, 2017",710.0,691.99
"Feb 10, 2017",720.5,704.53
"Feb 09, 2017",709.0,713.39
"Feb 08, 2017",715.0,699.95
"Feb 07, 2017",754.7,701.35
"Feb 06, 2017",717.0,744.6
"Feb 03, 2017",720.65,706.27
"Feb 02, 2017",700.0,711.85
"Feb 01, 2017",674.0,697.41
"Jan 31, 2017",691.2,668.54
"Jan 30, 2017",703.0,690.74
"Jan 27, 2017",709.3,699.45
"Jan 25, 2017",698.0,706.17
"Jan 24, 2017",680.0,691.14
"Jan 23, 2017",671.95,672.82
"Jan 20, 2017",691.0,667.35
"Jan 19, 2017",700.25,688.15
"Jan 18, 2017",694.95,695.57
"Jan 17, 2017",690.0,690.54
"Jan 16, 2017",673.9,688.9
"Jan 13, 2017",689.0,670.53
"Jan 12, 2017",701.0,676.31
"Jan 11, 2017",709.85,703.04
"Jan 10, 2017",700.0,700.95
"Jan 09, 2017",705.0,691.84
"Jan 06, 2017",714.9,701.84
"Jan 05, 2017",728.0,711.25
"Jan 04, 2017",639.25,711.55
"Jan 03, 2017",612.25,635.04
"Jan 02, 2017",630.85,618.56
"Dec 30, 2016",630.5,627.92
"Dec 29, 2016",613.25,623.19
"Dec 28, 2016",585.0,609.1
"Dec 27, 2016",562.0,579.09
"Dec 26, 2016",586.0,557.83
"Dec 23, 2016",589.7,585.11
"Dec 22, 2016",602.9,586.45
"Dec 21, 2016",607.15,603.68
"Dec 20, 2016",623.85,593.67
"Dec 19, 2016",633.25,617.87
"Dec 16, 2016",645.25,628.97
"Dec 15, 2016",635.5,640.32
"Dec 14, 2016",667.9,636.53
"Dec 13, 2016",660.25,661.47
"Dec 12, 2016",669.7,655.4
"Dec 09, 2016",670.0,667.25
"Dec 08, 2016",670.0,663.26
"Dec 07, 2016",694.0,662.82
"Dec 06, 2016",702.0,690.1
"Dec 05, 2016",690.1,697.41
"Dec 02, 2016",708.0,688.35
"Dec 01, 2016",707.7,705.93
"Nov 30, 2016",665.0,701.64
"Nov 29, 2016",659.65,656.15
"Nov 28, 2016",668.0,653.11
"Nov 25, 2016",660.0,664.96
"Nov 24, 2016",648.9,652.16
"Nov 23, 2016",637.0,647.29
"Nov 22, 2016",627.5,624.39
"Nov 21, 2016",630.0,604.62
"Nov 18, 2016",611.45,626.88
"Nov 17, 2016",599.0,602.73
"Nov 16, 2016",582.0,595.91
"Nov 15, 2016",615.0,573.06
"Nov 11, 2016",635.0,612.29
