Date,Open,High,Low,Close,Adj Close,Volume
2015-09-03,827.000000,840.000000,817.000000,835.349976,831.725769,9626
2015-09-04,835.000000,838.299988,806.549988,816.250000,812.708618,6192
2015-09-07,824.799988,826.849976,776.849976,783.400024,780.001221,8916
2015-09-08,795.000000,807.700012,780.099976,787.549988,784.133179,14374
2015-09-09,800.000000,835.000000,797.549988,828.549988,824.955322,10250
2015-09-10,820.000000,820.700012,799.549988,812.099976,808.576721,6138
2015-09-11,811.099976,828.000000,811.099976,820.000000,816.442383,7463
2015-09-14,815.000000,855.000000,815.000000,851.299988,847.606628,23509
2015-09-15,861.549988,865.000000,828.000000,831.799988,828.191223,30544
2015-09-16,836.900024,836.900024,810.900024,815.049988,811.513855,10940
2015-09-18,815.049988,837.849976,810.000000,816.299988,813.756836,7288
2015-09-21,810.950012,827.799988,810.950012,824.599976,822.031006,6736
2015-09-22,830.000000,830.000000,805.000000,808.599976,806.080811,6111
2015-09-23,810.000000,823.000000,803.000000,816.700012,814.155640,8529
2015-09-24,null,null,null,null,null,null
2015-09-28,813.049988,818.450012,791.000000,796.200012,793.719482,15193
2015-09-29,796.200012,808.000000,782.500000,804.700012,802.192993,9858
2015-09-30,811.000000,832.000000,811.000000,815.450012,812.909546,15719
2015-10-01,823.000000,829.900024,816.700012,819.400024,816.847229,9239
2015-10-05,819.400024,842.549988,819.400024,834.900024,832.298889,13058
2015-10-06,838.000000,848.000000,833.750000,843.700012,841.071533,14372
2015-10-07,845.049988,860.000000,833.200012,840.450012,837.831604,9938
2015-10-08,841.450012,841.450012,825.049988,833.000000,830.404846,5002
2015-10-09,851.099976,851.400024,825.500000,830.150024,827.563721,13047
2015-10-12,835.000000,838.099976,817.000000,823.950012,821.383057,4982
2015-10-13,822.950012,833.000000,820.000000,828.299988,825.719482,5718
2015-10-14,831.000000,839.950012,827.099976,836.700012,834.093323,7317
2015-10-15,840.000000,851.000000,837.599976,847.900024,845.258423,5983
2015-10-16,851.700012,875.000000,850.000000,854.400024,851.738220,54905
2015-10-19,859.799988,862.000000,852.000000,854.250000,851.588623,6517
2015-10-20,860.000000,860.000000,843.950012,852.650024,849.993652,8931
2015-10-21,850.250000,857.500000,848.250000,850.299988,847.650879,6270
2015-10-23,850.299988,859.849976,810.299988,823.299988,820.735046,13214
2015-10-26,822.200012,836.849976,821.450012,825.849976,823.277100,7294
2015-10-27,825.000000,836.400024,821.799988,832.500000,829.906372,6273
2015-10-28,828.900024,838.200012,822.150024,831.700012,829.108887,11465
2015-10-29,null,null,null,null,null,null
2015-10-30,844.849976,851.049988,817.000000,826.299988,823.725647,7463
2015-11-02,847.450012,869.900024,825.549988,861.299988,858.616638,14977
2015-11-03,865.500000,888.900024,832.000000,842.450012,839.825439,175517
2015-11-04,850.000000,870.000000,837.400024,843.200012,840.573059,25577
