Date,Open,High,Low,Close,Adj Close,Volume
2015-09-04,101.949997,102.800003,98.250000,100.199997,96.738220,119308
2015-09-07,101.000000,101.500000,98.000000,99.550003,96.110680,81891
2015-09-08,100.400002,102.599998,99.250000,100.150002,96.689957,151663
2015-09-09,103.900002,104.400002,100.000000,100.599998,97.124405,112327
2015-09-10,100.000000,101.150002,99.300003,100.050003,96.593407,50291
2015-09-11,101.300003,102.599998,99.099998,100.300003,96.834778,114935
2015-09-14,100.599998,102.800003,99.699997,101.550003,98.041588,146648
2015-09-15,101.449997,101.949997,100.300003,100.500000,97.027863,74022
2015-09-16,101.599998,101.800003,100.300003,101.250000,97.751953,52530
2015-09-18,101.250000,109.000000,101.250000,107.449997,103.737740,169054
2015-09-21,107.000000,113.500000,106.300003,110.400002,106.585823,233143
2015-09-22,111.800003,114.750000,108.099998,109.150002,105.379021,171537
2015-09-23,109.400002,110.500000,106.500000,109.650002,105.861740,139438
2015-09-24,111.800003,113.000000,109.000000,109.849998,106.054832,204935
2015-09-28,109.849998,111.199997,107.099998,107.900002,104.172203,159972
2015-09-29,106.000000,107.000000,104.150002,105.500000,101.855118,60549
2015-09-30,107.099998,108.000000,105.500000,107.349998,103.641205,75257
2015-10-01,null,null,null,null,null,null
2015-10-05,106.050003,106.050003,106.050003,106.050003,102.386116,0
2015-10-06,110.000000,113.650002,110.000000,111.650002,107.792641,70497
2015-10-07,111.750000,114.800003,110.599998,112.500000,108.613274,100205
2015-10-08,112.699997,112.900002,111.000000,111.449997,107.599548,40595
2015-10-09,113.000000,116.000000,112.900002,114.650002,110.689003,107031
2015-10-12,115.900002,123.400002,113.500000,119.150002,115.033531,257094
2015-10-13,118.150002,121.900002,116.900002,117.550003,113.488815,88277
2015-10-14,118.500000,119.900002,116.349998,117.000000,112.957809,113002
2015-10-15,115.699997,118.500000,115.699997,116.699997,112.668167,50598
2015-10-16,116.400002,119.500000,116.000000,117.500000,113.440536,111404
2015-10-19,119.000000,120.800003,117.699997,119.750000,115.612801,85568
2015-10-20,121.000000,124.800003,120.349998,122.949997,118.702248,250968
2015-10-21,125.000000,126.599998,119.099998,123.349998,119.088425,216279
2015-10-23,123.349998,144.649994,123.349998,134.850006,130.191116,1212710
2015-10-26,136.199997,139.899994,134.199997,137.250000,132.508209,572309
2015-10-27,137.000000,137.500000,134.550003,136.800003,132.073761,188282
2015-10-28,137.000000,141.500000,135.949997,137.800003,133.039200,262049
2015-10-29,137.000000,140.250000,136.899994,137.449997,132.701294,182510
2015-10-30,null,null,null,null,null,null
2015-11-02,137.000000,142.199997,136.300003,139.899994,135.066650,464581
2015-11-03,140.649994,146.649994,140.100006,143.699997,138.735352,373380
2015-11-04,144.100006,146.100006,142.800003,144.149994,139.169800,195069
2015-11-05,144.000000,144.750000,138.149994,139.649994,134.825287,241599
2015-11-06,140.000000,144.500000,139.149994,144.050003,139.073273,143941
2015-11-09,134.199997,153.449997,134.199997,152.300003,147.038254,489765
2015-11-10,151.800003,153.300003,149.149994,149.899994,144.721161,217601
2015-11-13,149.899994,149.899994,149.899994,149.899994,144.721161,0
2015-11-16,null,null,null,null,null,null
2015-11-17,null,null,null,null,null,null
2015-11-18,null,null,null,null,null,null
2015-11-19,156.649994,162.500000,156.000000,160.800003,155.244568,204461
2015-11-20,null,null,null,null,null,null
2015-11-23,null,null,null,null,null,null
2015-11-24,160.500000,164.850006,158.050003,160.300003,154.761856,125005
2015-11-26,160.300003,161.149994,156.100006,157.100006,151.672409,136261
2015-11-27,158.000000,158.399994,154.000000,155.149994,149.789780,223495
2015-11-30,155.250000,157.750000,153.800003,154.250000,148.920868,185434
2015-12-01,156.800003,161.550003,154.300003,159.800003,154.279129,164969
2015-12-02,161.100006,165.800003,160.250000,164.250000,158.575378,297192
2015-12-03,165.399994,175.000000,161.399994,162.350006,156.741028,176310
2015-12-04,160.500000,160.500000,155.100006,156.399994,150.996582,102234
2015-12-07,156.399994,160.250000,155.550003,158.350006,152.879211,100051
2015-12-08,156.750000,160.000000,156.149994,157.050003,151.624130,64651
