Date,Open,High,Low,Close,Adj Close,Volume
2015-09-03,246.699997,251.899994,246.100006,250.699997,246.952393,59859
2015-09-04,251.500000,251.500000,238.899994,246.100006,242.421158,36191
2015-09-07,247.100006,250.600006,235.050003,236.300003,232.767639,27210
2015-09-08,237.050003,241.800003,234.500000,238.050003,234.491486,24383
2015-09-09,242.000000,243.949997,235.850006,239.699997,236.116806,14754
2015-09-10,237.250000,242.000000,236.050003,240.000000,236.412338,14209
2015-09-11,241.000000,242.350006,236.100006,237.399994,233.851196,8250
2015-09-14,242.300003,242.399994,237.699997,240.399994,236.806351,13409
2015-09-15,241.500000,241.500000,237.850006,238.949997,235.378021,10315
2015-09-16,239.899994,241.000000,236.949997,237.199997,233.654175,15177
2015-09-18,237.199997,258.799988,237.199997,256.600006,252.764191,129997
2015-09-21,260.000000,264.649994,259.149994,263.549988,259.610260,80820
2015-09-22,263.500000,263.899994,252.000000,253.100006,249.316498,41272
2015-09-23,253.050003,259.500000,251.449997,253.750000,249.956787,520546
2015-09-24,null,null,null,null,null,null
2015-09-28,261.049988,264.250000,257.700012,260.200012,256.310394,13439
2015-09-29,257.000000,271.500000,253.149994,267.250000,263.254974,112866
2015-09-30,270.000000,273.450012,264.350006,265.799988,261.826630,69251
2015-10-01,268.500000,268.500000,260.000000,261.200012,257.295441,30985
2015-10-05,261.200012,271.399994,259.850006,264.750000,260.792358,87110
2015-10-06,268.000000,272.000000,252.500000,270.450012,266.407166,105709
2015-10-07,269.200012,271.149994,263.000000,263.750000,259.807281,21682
2015-10-08,264.299988,265.049988,257.500000,262.000000,258.083466,34352
2015-10-09,265.000000,270.000000,264.200012,267.399994,263.402710,37347
2015-10-12,270.000000,270.500000,263.149994,264.899994,260.940094,22940
2015-10-13,265.000000,269.000000,263.250000,265.549988,261.580414,11745
2015-10-14,265.000000,267.000000,261.600006,262.799988,258.871490,20787
2015-10-15,262.500000,269.200012,262.500000,266.450012,262.466980,22522
2015-10-16,264.750000,271.649994,260.750000,269.600006,265.569855,35762
2015-10-19,271.000000,274.500000,261.000000,263.549988,259.610260,185461
2015-10-20,263.000000,263.000000,253.000000,254.050003,250.252304,53824
2015-10-21,256.250000,257.350006,252.199997,253.500000,249.710526,23374
2015-10-23,253.500000,258.950012,252.500000,257.450012,253.601486,60542
2015-10-26,256.799988,258.299988,252.100006,256.950012,253.108978,24884
2015-10-27,257.250000,260.000000,255.250000,256.850006,253.010468,15612
2015-10-28,256.100006,258.100006,254.750000,255.300003,251.483627,19194
2015-10-29,null,null,null,null,null,null
2015-10-30,252.899994,256.450012,252.250000,254.600006,250.794083,10004
2015-11-02,257.000000,261.500000,255.100006,259.500000,255.620834,23866
2015-11-03,261.950012,264.899994,256.049988,257.399994,253.552231,67311
2015-11-04,259.000000,260.899994,252.600006,257.799988,253.946228,14235
2015-11-05,258.100006,259.100006,253.199997,254.149994,250.350800,86235
2015-11-06,256.000000,256.049988,248.500000,251.199997,247.444901,26042
2015-11-09,248.300003,253.649994,243.300003,250.149994,246.410599,17969
2015-11-10,250.100006,251.050003,246.100006,248.250000,244.539001,11814
2015-11-13,248.250000,250.000000,245.100006,246.000000,242.322647,10349
2015-11-16,246.449997,247.300003,238.100006,242.699997,239.071976,32203
2015-11-17,245.000000,246.399994,241.550003,242.149994,238.530197,20481
2015-11-18,243.699997,245.250000,240.000000,240.750000,237.151123,16596
2015-11-19,242.600006,265.799988,241.649994,261.700012,257.787933,104277
2015-11-20,262.549988,265.000000,254.100006,254.899994,251.089600,22648
2015-11-23,255.649994,259.100006,247.949997,249.550003,245.819580,31931
2015-11-24,252.949997,254.899994,249.000000,250.649994,246.903122,37509
2015-11-26,250.649994,254.000000,248.300003,248.949997,245.228546,27300
2015-11-27,250.600006,254.000000,250.449997,253.399994,249.612015,21835
2015-11-30,254.899994,256.450012,251.850006,255.300003,251.483627,63958
2015-12-01,255.800003,264.250000,252.750000,260.850006,256.950653,79337
2015-12-02,264.000000,264.000000,256.000000,261.450012,257.541718,49343
2015-12-03,259.200012,265.500000,258.200012,264.500000,260.546082,56150
2015-12-04,263.700012,268.500000,261.100006,262.750000,258.822266,25326
2015-12-07,264.000000,265.000000,257.600006,260.049988,256.162598,20574
