Date,Open,High,Low,Close,Adj Close,Volume
2015-09-03,1337.000000,1392.000000,1335.000000,1356.599976,1344.410400,13630
2015-09-04,null,null,null,null,null,null
2015-09-07,1332.000000,1342.000000,1279.750000,1293.150024,1281.530640,6266
2015-09-08,1295.000000,1296.000000,1263.000000,1289.949951,1278.359253,1499
2015-09-09,1320.000000,1328.849976,1300.000000,1303.199951,1291.490234,5258
2015-09-10,1290.000000,1427.599976,1270.000000,1328.449951,1316.513306,34425
2015-09-11,1348.000000,1419.199951,1348.000000,1390.500000,1378.005859,17823
2015-09-14,null,null,null,null,null,null
2015-09-15,1401.000000,1411.349976,1372.599976,1388.650024,1376.172607,1753
2015-09-16,1393.199951,1409.000000,1375.000000,1384.800049,1372.357178,1080
2015-09-18,1384.800049,1468.000000,1384.800049,1450.050049,1437.020874,12620
2015-09-21,1455.250000,1529.500000,1451.000000,1511.050049,1497.472778,25112
2015-09-22,1525.000000,1539.000000,1441.000000,1452.250000,1439.201050,6670
2015-09-23,1424.699951,1464.000000,1392.500000,1438.250000,1425.326904,11396
2015-09-24,1433.400024,1460.150024,1432.000000,1446.349976,1433.354126,4644
2015-09-28,1446.349976,1539.000000,1446.349976,1493.199951,1479.783081,15513
2015-09-29,1493.199951,1535.000000,1468.250000,1497.500000,1484.044434,9291
2015-09-30,1522.050049,1574.000000,1509.000000,1557.050049,1543.059448,22611
2015-10-01,1580.000000,1625.000000,1570.050049,1599.050049,1584.682007,22421
2015-10-05,1599.050049,1620.599976,1565.849976,1584.599976,1570.361816,7837
2015-10-06,1589.050049,1638.000000,1580.000000,1594.949951,1580.618774,13496
2015-10-07,1606.599976,1614.000000,1584.000000,1589.500000,1575.217773,5686
2015-10-08,1589.000000,1613.949951,1581.099976,1586.500000,1572.244751,4330
2015-10-09,1599.000000,1606.650024,1560.000000,1576.400024,1562.235596,4885
2015-10-12,1592.150024,1595.500000,1565.000000,1576.599976,1562.433716,1299
2015-10-13,1579.000000,1647.000000,1579.000000,1608.650024,1594.195801,22942
2015-10-14,1614.949951,1625.000000,1580.150024,1594.800049,1580.470215,7695
2015-10-15,1590.000000,1632.000000,1576.500000,1582.599976,1568.379761,2219
2015-10-16,1583.800049,1595.000000,1557.000000,1569.750000,1555.645264,2777
2015-10-19,1584.949951,1598.199951,1572.449951,1578.750000,1564.564453,1709
2015-10-20,1594.000000,1597.000000,1560.000000,1584.199951,1569.965454,2672
2015-10-21,1600.000000,1602.949951,1570.000000,1577.250000,1563.077881,4999
2015-10-23,1577.250000,1630.000000,1577.250000,1587.199951,1572.938477,4979
2015-10-26,1597.949951,1607.099976,1554.000000,1567.250000,1553.167725,1756
2015-10-27,1581.949951,1592.199951,1566.800049,1573.449951,1559.312012,1197
2015-10-28,1574.949951,1590.000000,1558.500000,1560.699951,1546.676514,4092
2015-10-29,1574.849976,1598.000000,1560.000000,1563.250000,1549.203613,2041
2015-10-30,1577.949951,1701.000000,1530.300049,1668.500000,1653.507935,34868
2015-11-02,1700.000000,1785.000000,1669.000000,1683.599976,1668.472290,26591
2015-11-03,1703.000000,1805.000000,1671.099976,1763.949951,1748.100342,27736
2015-11-04,1768.000000,1800.000000,1722.000000,1726.699951,1711.184937,13065
2015-11-05,1726.000000,1780.000000,1699.000000,1712.949951,1697.558472,16589
2015-11-06,1726.650024,1757.849976,1713.000000,1724.150024,1708.657959,4682
2015-11-09,1676.099976,1775.000000,1676.099976,1746.099976,1730.410645,7089
2015-11-10,1749.949951,1761.750000,1675.000000,1680.150024,1665.053345,4800
2015-11-13,1680.150024,1700.000000,1655.000000,1657.250000,1642.359009,1849
2015-11-16,1650.000000,1687.150024,1625.150024,1634.750000,1620.061279,3906
2015-11-17,1641.000000,1690.900024,1641.000000,1668.250000,1653.260132,6329
2015-11-18,1636.000000,1680.000000,1636.000000,1653.900024,1639.039185,2429
2015-11-19,1645.500000,1668.949951,1636.050049,1651.000000,1636.165283,1565
2015-11-20,1664.000000,1705.000000,1650.449951,1675.300049,1660.246948,4074
2015-11-23,1671.000000,1699.949951,1636.000000,1641.000000,1626.255005,4209
2015-11-24,1631.000000,1675.000000,1631.000000,1648.199951,1633.390381,2647
2015-11-26,1648.199951,1678.000000,1647.000000,1667.849976,1652.863892,3985
2015-11-27,1653.050049,1730.050049,1653.050049,1691.550049,1676.350952,8146
2015-11-30,1687.150024,1715.000000,1653.250000,1668.000000,1653.012451,2352
2015-12-01,1689.900024,1689.900024,1645.000000,1651.250000,1636.412964,2543
2015-12-02,1648.099976,1653.550049,1618.949951,1625.300049,1610.696167,3429
2015-12-03,1620.000000,1728.000000,1620.000000,1668.000000,1653.012451,10443
2015-12-04,1660.050049,1690.150024,1625.000000,1641.349976,1626.601929,2442
2015-12-07,1646.800049,1667.949951,1625.000000,1625.949951,1611.340332,772
2015-12-08,1615.000000,1639.900024,1575.000000,1599.900024,1585.524414,3663
2015-12-09,1587.699951,1620.000000,1571.000000,1582.199951,1567.983398,2306
2015-12-10,1590.000000,1602.000000,1560.050049,1570.599976,1556.487671,1961
2015-12-11,1560.000000,1584.000000,1545.050049,1555.150024,1541.176392,1417
2015-12-14,1547.050049,1562.949951,1397.000000,1551.349976,1537.410645,4828
2015-12-15,1545.000000,1610.000000,1532.949951,1593.099976,1578.785522,5092
2015-12-16,1598.000000,1614.000000,1570.000000,1581.849976,1567.636597,2887
2015-12-17,1590.000000,1634.900024,1590.000000,1625.500000,1610.894409,3753
2015-12-18,1627.000000,1635.000000,1605.099976,1624.400024,1609.804199,2968
2015-12-21,1587.199951,1625.000000,1570.099976,1600.849976,1586.465820,3011
2015-12-22,1590.000000,1620.000000,1570.000000,1585.300049,1571.055542,8286
2015-12-23,1562.000000,1620.000000,1562.000000,1606.150024,1591.718262,16482
2015-12-24,1610.000000,1635.000000,1606.150024,1625.099976,1610.497925,2216
2015-12-28,1625.099976,1640.000000,1610.000000,1616.400024,1601.876099,1833
2015-12-29,1622.000000,1631.000000,1600.000000,1607.349976,1592.907349,1214
2015-12-30,1605.000000,1610.000000,1590.050049,1606.000000,1591.569580,1512
2015-12-31,1611.000000,1632.000000,1607.000000,1612.099976,1597.614746,984
2016-01-01,1617.500000,1710.000000,1617.500000,1670.300049,1655.291870,3447
2016-01-04,1682.099976,1753.949951,1680.000000,1690.000000,1674.814819,6664
2016-01-05,1710.000000,1733.000000,1685.199951,1697.849976,1682.594238,2740
2016-01-06,1702.150024,1705.900024,1667.849976,1676.699951,1661.634155,1038
2016-01-07,1650.000000,1678.949951,1621.000000,1630.500000,1615.849365,2749
2016-01-08,1648.199951,1651.849976,1625.000000,1632.900024,1618.227905,1013
2016-01-11,1619.650024,1654.000000,1604.949951,1615.099976,1600.587769,3687
2016-01-12,1616.000000,1639.400024,1560.000000,1575.349976,1561.194946,3121
2016-01-13,1586.000000,1609.000000,1505.000000,1561.099976,1547.072998,18357
2016-01-14,1540.000000,1560.000000,1495.000000,1536.000000,1522.198486,3251
2016-01-15,1558.000000,1558.000000,1490.000000,1495.449951,1482.012817,3557
2016-01-18,1490.000000,1509.550049,1430.000000,1442.300049,1429.340454,2293
2016-01-19,1449.000000,1463.000000,1430.550049,1450.699951,1437.664917,1484
2016-01-20,1443.000000,1443.000000,1386.099976,1389.300049,1376.816650,3350
2016-01-21,1411.000000,1434.449951,1396.050049,1401.750000,1389.154785,1591
2016-01-22,1430.000000,1539.800049,1425.000000,1461.949951,1448.813843,15419
2016-01-25,1460.000000,1472.000000,1425.949951,1455.599976,1442.520874,2805
2016-01-27,1455.599976,1455.599976,1455.599976,1455.599976,1442.520874,0
2016-01-28,1471.000000,1471.000000,1442.000000,1450.099976,1437.070313,954
2016-01-29,1448.699951,1468.000000,1441.050049,1451.800049,1438.755127,691
2016-02-01,1452.000000,1460.699951,1433.000000,1447.599976,1434.592773,795
2016-02-02,1458.599976,1514.400024,1458.599976,1495.849976,1482.409302,3154
2016-02-03,1503.500000,1503.500000,1448.000000,1465.349976,1452.183350,3151
2016-02-04,1479.449951,1479.449951,1448.150024,1477.550049,1464.273682,483
2016-02-05,1475.000000,1495.000000,1450.099976,1466.000000,1452.827515,1522
2016-02-08,1480.000000,1520.400024,1445.400024,1467.650024,1454.462646,1693
2016-02-09,1451.000000,1484.400024,1450.050049,1468.449951,1455.255493,692
2016-02-10,1470.000000,1484.400024,1449.400024,1473.650024,1460.408813,1106
2016-02-11,1453.050049,1460.000000,1390.000000,1408.349976,1395.695435,2582
