Date,Open,Close,Pct_change_OC
"Nov 11, 2016",315.5,298.27,-5.461172741679879
"Nov 15, 2016",300.35,281.58,-6.249375728316976
"Nov 16, 2016",278.35,290.72,4.4440452667504955
"Nov 17, 2016",296.05,289.93,-2.0672183752744484
"Nov 18, 2016",290.7,293.45,0.9459924320605436
"Nov 21, 2016",295.85,284.81,-3.7316207537603585
"Nov 22, 2016",289.3,290.82,0.5254061527825723
"Nov 23, 2016",295.0,301.35,2.1525423728813635
"Nov 24, 2016",305.0,296.98,-2.6295081967213054
"Nov 25, 2016",301.2,302.09,0.2954847277556396
"Nov 28, 2016",303.6,311.77,2.6910408432147426
"Nov 29, 2016",315.0,308.69,-2.003174603174604
"Nov 30, 2016",313.65,310.53,-0.9947393591582989
"Dec 01, 2016",313.95,304.72,-2.9399585921324927
"Dec 02, 2016",306.8,296.83,-3.2496740547588097
"Dec 05, 2016",303.0,303.33,0.10891089108910365
"Dec 06, 2016",306.0,303.63,-0.7745098039215701
"Dec 07, 2016",308.45,309.94,0.4830604636083674
"Dec 08, 2016",311.6,314.55,0.9467265725288795
"Dec 09, 2016",314.85,310.93,-1.2450373193584297
"Dec 12, 2016",313.6,312.37,-0.3922193877551078
"Dec 13, 2016",314.55,313.31,-0.394213956445719
"Dec 14, 2016",315.25,321.06,1.8429817605075345
"Dec 15, 2016",324.95,315.5,-2.90813971380212
"Dec 16, 2016",320.0,319.87,-0.04062499999999858
"Dec 19, 2016",320.0,318.77,-0.3843750000000057
"Dec 20, 2016",318.2,314.5,-1.1627906976744151
"Dec 21, 2016",315.0,311.28,-1.1809523809523896
"Dec 22, 2016",313.0,305.52,-2.3897763578274818
"Dec 23, 2016",307.0,306.91,-0.02931596091204397
"Dec 26, 2016",309.0,298.42,-3.4239482200647195
"Dec 27, 2016",303.0,305.62,0.8646864686468662
"Dec 28, 2016",310.0,315.84,1.8838709677419276
"Dec 29, 2016",319.2,319.12,-0.025062656641599023
"Dec 30, 2016",321.4,320.01,-0.4324828873677618
"Jan 02, 2017",328.0,326.42,-0.4817073170731659
"Jan 03, 2017",332.8,324.38,-2.5300480769230815
"Jan 04, 2017",329.8,325.28,-1.3705275924803026
"Jan 05, 2017",328.2,324.33,-1.1791590493601476
"Jan 06, 2017",328.0,325.23,-0.8445121951219458
"Jan 09, 2017",329.6,323.39,-1.8841019417475835
"Jan 10, 2017",327.0,330.89,1.1896024464831763
"Jan 11, 2017",335.0,332.48,-0.7522388059701438
"Jan 12, 2017",337.0,336.65,-0.10385756676558539
"Jan 13, 2017",337.1,328.6,-2.5215069712251554
"Jan 16, 2017",331.0,327.46,-1.069486404833843
"Jan 17, 2017",332.0,337.1,1.53614457831326
"Jan 18, 2017",339.45,335.46,-1.1754308440123757
"Jan 19, 2017",335.7,338.78,0.917485850461717
"Jan 20, 2017",342.8,332.97,-2.86756126021003
"Jan 23, 2017",339.0,328.56,-3.0796460176991145
"Jan 24, 2017",332.0,333.77,0.5331325301204765
"Jan 25, 2017",341.0,331.04,-2.9208211143694953
"Jan 27, 2017",333.35,334.76,0.42297885105743754
"Jan 30, 2017",338.5,333.77,-1.3973412112260024
"Jan 31, 2017",335.5,333.52,-0.5901639344262349
"Feb 01, 2017",338.35,352.04,4.046106103147627
"Feb 02, 2017",354.1,345.59,-2.4032759107596857
"Feb 03, 2017",351.9,352.64,0.21028701335606964
"Feb 06, 2017",357.0,352.34,-1.3053221288515475
"Feb 07, 2017",358.0,356.16,-0.5139664804469204
"Feb 08, 2017",361.8,356.96,-1.3377556661138839
"Feb 09, 2017",359.9,357.5,-0.6668519033064677
"Feb 10, 2017",361.8,363.76,0.541735765616357
"Feb 13, 2017",367.3,364.95,-0.6398039749523612
"Feb 14, 2017",365.0,362.07,-0.8027397260273992
"Feb 15, 2017",365.0,381.19,4.435616438356163
"Feb 16, 2017",384.3,381.24,-0.796252927400469
"Feb 17, 2017",383.95,374.04,-2.581065242870157
"Feb 20, 2017",378.4,367.38,-2.9122621564481985
"Feb 21, 2017",370.55,366.04,-1.217109701794627
"Feb 22, 2017",369.0,365.6,-0.9214092140921347
"Feb 23, 2017",365.0,370.16,1.4136986301369932
"Feb 27, 2017",372.75,365.84,-1.8537894030851845
"Feb 28, 2017",367.85,370.07,0.6035068642109476
"Mar 01, 2017",373.95,370.81,-0.8396844497927495
"Mar 02, 2017",375.0,372.8,-0.5866666666666637
"Mar 03, 2017",375.65,372.05,-0.9583388792759128
"Mar 06, 2017",376.75,366.84,-2.630391506303922
"Mar 07, 2017",372.0,361.57,-2.803763440860217
"Mar 08, 2017",364.05,362.22,-0.5026782035434649
"Mar 09, 2017",367.0,370.76,1.0245231607629404
"Mar 10, 2017",375.2,373.39,-0.48240938166311365
"Mar 14, 2017",376.0,371.9,-1.0904255319148997
"Mar 15, 2017",372.0,365.25,-1.8145161290322582
"Mar 16, 2017",370.0,363.11,-1.8621621621621585
"Mar 17, 2017",366.95,369.02,0.5641095517100404
