Date,Open,Close,Pct_change_OC
"Nov 11, 2016",940.0,896.1,-4.670212765957444
"Nov 15, 2016",897.7,848.83,-5.44391222011808
"Nov 16, 2016",865.0,879.63,1.6913294797687857
"Nov 17, 2016",890.0,892.0,0.22471910112359553
"Nov 18, 2016",892.35,882.82,-1.067966605031655
"Nov 21, 2016",884.0,886.56,0.28959276018098934
"Nov 22, 2016",900.0,879.63,-2.2633333333333336
"Nov 23, 2016",889.0,880.07,-1.004499437570298
"Nov 24, 2016",875.0,853.72,-2.431999999999997
"Nov 25, 2016",862.5,882.72,2.3443478260869597
"Nov 28, 2016",885.0,889.01,0.45310734463276736
"Nov 29, 2016",894.55,920.0,2.8450058688726227
"Nov 30, 2016",921.05,917.61,-0.37348678139079755
"Dec 01, 2016",926.0,908.87,-1.8498920086393082
"Dec 02, 2016",897.8,872.34,-2.8358208955223794
"Dec 05, 2016",876.0,850.98,-2.8561643835616417
"Dec 06, 2016",854.7,853.87,-0.09711009711010189
"Dec 07, 2016",857.0,846.88,-1.1808634772462083
"Dec 08, 2016",855.0,867.25,1.432748538011696
"Dec 09, 2016",867.5,862.06,-0.6270893371757987
"Dec 12, 2016",862.95,851.28,-1.3523379106553186
"Dec 13, 2016",866.0,851.08,-1.7228637413394872
"Dec 14, 2016",855.0,844.64,-1.2116959064327502
"Dec 15, 2016",839.9,830.71,-1.0941778783188405
"Dec 16, 2016",835.85,836.5,0.07776514924926449
"Dec 19, 2016",855.0,836.75,-2.1345029239766085
"Dec 20, 2016",838.0,826.87,-1.3281622911694504
"Dec 21, 2016",830.0,818.14,-1.428915662650604
"Dec 22, 2016",819.5,809.15,-1.2629652226967691
"Dec 23, 2016",803.0,785.89,-2.1307596513075984
"Dec 26, 2016",785.0,788.34,0.4254777070063735
"Dec 27, 2016",790.0,812.74,2.878481012658229
"Dec 28, 2016",825.0,828.72,0.45090909090909415
"Dec 29, 2016",836.1,828.32,-0.9305107044611856
"Dec 30, 2016",820.0,853.22,4.051219512195125
"Jan 02, 2017",857.5,857.56,0.0069970845480985915
"Jan 03, 2017",862.2,863.15,0.11018325214566593
"Jan 04, 2017",868.35,858.61,-1.1216675303736983
"Jan 05, 2017",864.05,858.86,-0.6006596840460553
"Jan 06, 2017",865.0,838.15,-3.104046242774569
"Jan 09, 2017",850.0,822.43,-3.2435294117647118
"Jan 10, 2017",830.05,832.26,0.266249021143309
"Jan 11, 2017",837.3,846.98,1.1560969783829051
"Jan 12, 2017",846.25,841.24,-0.59202363367799
"Jan 13, 2017",845.0,842.39,-0.30887573964497206
"Jan 16, 2017",845.0,833.16,-1.4011834319526664
"Jan 17, 2017",834.0,831.01,-0.35851318944844235
"Jan 18, 2017",831.25,881.12,5.999398496240603
"Jan 19, 2017",886.0,884.57,-0.16139954853272573
"Jan 20, 2017",879.0,846.98,-3.64277588168373
"Jan 23, 2017",850.0,843.54,-0.7600000000000042
"Jan 24, 2017",841.25,836.85,-0.5230312035661191
"Jan 25, 2017",848.5,853.52,0.5916322922804929
"Jan 27, 2017",855.05,876.63,2.5238290158470313
"Jan 30, 2017",879.95,862.31,-2.0046593556452184
"Jan 31, 2017",863.0,875.08,1.399768250289692
"Feb 01, 2017",873.4,881.47,0.9239752690634361
"Feb 02, 2017",885.0,920.65,4.028248587570618
"Feb 03, 2017",920.0,917.26,-0.29782608695652274
"Feb 06, 2017",915.5,1005.4,9.819770617149096
"Feb 07, 2017",1015.35,996.92,-1.8151376372679433
"Feb 08, 2017",1008.5,990.13,-1.8215171046108085
"Feb 09, 2017",997.0,999.06,0.20661985957873075
"Feb 10, 2017",1008.1,989.88,-1.8073603809145946
"Feb 13, 2017",998.0,1010.14,1.2164328657314616
"Feb 14, 2017",1014.0,988.18,-2.546351084812628
"Feb 15, 2017",990.0,971.26,-1.8929292929292938
"Feb 16, 2017",979.0,974.95,-0.4136874361593416
"Feb 17, 2017",983.95,990.58,0.6738147263580461
"Feb 20, 2017",997.7,994.32,-0.338779192141926
"Feb 21, 2017",996.95,998.26,0.13140077235567935
"Feb 22, 2017",1000.8,1008.15,0.7344124700239831
"Feb 23, 2017",1009.05,1004.1,-0.4905604281254578
"Feb 27, 2017",1005.9,999.31,-0.6551347052390926
"Feb 28, 2017",1008.0,1005.95,-0.20337301587301138
"Mar 01, 2017",1015.0,1001.41,-1.3389162561576387
"Mar 02, 2017",1018.2,1033.9,1.5419367511294486
"Mar 03, 2017",1033.15,1052.57,1.879688331800788
"Mar 06, 2017",1060.0,1060.2,0.018867924528306178
"Mar 07, 2017",1063.15,1055.71,-0.6998071767859713
"Mar 08, 2017",1059.95,1054.01,-0.560403792631733
"Mar 09, 2017",1057.1,1051.22,-0.556238766436466
"Mar 10, 2017",1055.0,1073.58,1.761137440758287
"Mar 14, 2017",1075.5,1096.44,1.9470013947001443
"Mar 15, 2017",1093.4,1096.99,0.3283336381927856
"Mar 16, 2017",1099.2,1110.86,1.0607714701601032
"Mar 17, 2017",1112.0,1102.48,-0.8561151079136674
"Mar 20, 2017",1103.0,1112.91,0.8984587488667345
"Mar 21, 2017",1105.0,1092.09,-1.168325791855211
"Mar 22, 2017",1094.0,1076.27,-1.6206581352833656
"Mar 23, 2017",1084.8,1086.01,0.1115412979351066
"Mar 24, 2017",1090.0,1078.87,-1.0211009174312027
"Mar 27, 2017",1083.45,1098.48,1.3872352208223704
"Mar 28, 2017",1109.2,1097.73,-1.0340786152181778
"Mar 29, 2017",1103.0,1095.24,-0.70353581142339
"Mar 30, 2017",0.0,0.0,999.0
"Mar 31, 2017",1121.0,1104.17,-1.5013380909901808
"Apr 03, 2017",1113.6,1101.83,-1.0569324712643662
05-Apr-2017,1103.8,1092.49,-1.0246421453161756
06-Apr-2017,1093.0,1059.4,-3.0741079597438157
07-Apr-2017,1050.0,1037.09,-1.2295238095238172
10-Apr-2017,1042.0,1025.66,-1.5681381957773435
11-Apr-2017,1018.0,1028.31,1.0127701375245526
12-Apr-2017,1030.0,1018.43,-1.1233009708737913
13-Apr-2017,1022.5,1011.59,-1.0669926650366717
17-Apr-2017,1013.4,986.68,-2.636668640221041
18-Apr-2017,995.0,1005.65,1.0703517587939675
