Date,Open,Close,Pct_change_OC
"Nov 11, 2016",636.25,630.89,-0.8424361493123793
"Nov 15, 2016",640.15,604.23,-5.611184878544085
"Nov 16, 2016",620.5,597.88,-3.6454472199838848
"Nov 17, 2016",607.1,598.17,-1.4709273595783336
"Nov 18, 2016",604.0,592.85,-1.8460264900662215
"Nov 21, 2016",605.5,583.14,-3.692815854665568
"Nov 22, 2016",595.0,583.19,-1.9848739495798227
"Nov 23, 2016",595.0,583.39,-1.951260504201683
"Nov 24, 2016",594.7,592.9,-0.302673616949734
"Nov 25, 2016",601.95,594.53,-1.2326605199767542
"Nov 28, 2016",606.6,592.36,-2.347510715463239
"Nov 29, 2016",605.0,592.8,-2.016528925619842
"Nov 30, 2016",605.0,600.88,-0.6809917355371908
"Dec 01, 2016",605.7,598.27,-1.2266798745253529
"Dec 02, 2016",607.0,586.45,-3.3855024711696795
"Dec 05, 2016",600.0,585.21,-2.464999999999994
"Dec 06, 2016",588.75,591.57,0.4789808917197537
"Dec 07, 2016",601.0,588.81,-2.028286189683869
"Dec 08, 2016",600.0,591.32,-1.4466666666666583
"Dec 09, 2016",601.9,592.51,-1.5600598105997652
"Dec 12, 2016",600.0,592.16,-1.306666666666672
"Dec 13, 2016",600.0,590.58,-1.5699999999999932
"Dec 14, 2016",601.95,592.51,-1.5682365644987213
"Dec 15, 2016",602.0,595.91,-1.0116279069767495
"Dec 16, 2016",610.0,604.48,-0.9049180327868823
"Dec 19, 2016",615.0,602.21,-2.0796747967479616
"Dec 20, 2016",614.5,594.38,-3.2742066720911316
"Dec 21, 2016",608.95,601.33,-1.2513342638968723
"Dec 22, 2016",607.7,593.15,-2.3942734902089957
"Dec 23, 2016",604.9,594.08,-1.7887254091585283
"Dec 26, 2016",605.0,593.69,-1.8694214876032968
"Dec 27, 2016",597.8,589.65,-1.3633322181331513
"Dec 28, 2016",600.0,603.94,0.6566666666666758
"Dec 29, 2016",616.0,613.99,-0.3262987012986998
"Dec 30, 2016",630.0,605.91,-3.8238095238095284
"Jan 02, 2017",617.1,611.58,-0.8945065629557578
"Jan 03, 2017",625.0,617.49,-1.2015999999999984
"Jan 04, 2017",625.0,637.84,2.054400000000005
"Jan 05, 2017",652.0,634.79,-2.639570552147245
"Jan 06, 2017",645.5,624.24,-3.293570875290471
"Jan 09, 2017",638.0,624.63,-2.0956112852664583
"Jan 10, 2017",633.0,622.42,-1.6714060031595641
"Jan 11, 2017",636.0,624.68,-1.7798742138364858
