Date,Open,Close
"Nov 11, 2016",635.0,612.29
"Nov 15, 2016",615.0,573.06
"Nov 16, 2016",582.0,595.91
"Nov 17, 2016",599.0,602.73
"Nov 18, 2016",611.45,626.88
"Nov 21, 2016",630.0,604.62
"Nov 22, 2016",627.5,624.39
"Nov 23, 2016",637.0,647.29
"Nov 24, 2016",648.9,652.16
"Nov 25, 2016",660.0,664.96
"Nov 28, 2016",668.0,653.11
"Nov 29, 2016",659.65,656.15
"Nov 30, 2016",665.0,701.64
"Dec 01, 2016",707.7,705.93
"Dec 02, 2016",708.0,688.35
"Dec 05, 2016",690.1,697.41
"Dec 06, 2016",702.0,690.1
"Dec 07, 2016",694.0,662.82
"Dec 08, 2016",670.0,663.26
"Dec 09, 2016",670.0,667.25
"Dec 12, 2016",669.7,655.4
"Dec 13, 2016",660.25,661.47
"Dec 14, 2016",667.9,636.53
"Dec 15, 2016",635.5,640.32
"Dec 16, 2016",645.25,628.97
"Dec 19, 2016",633.25,617.87
"Dec 20, 2016",623.85,593.67
"Dec 21, 2016",607.15,603.68
"Dec 22, 2016",602.9,586.45
"Dec 23, 2016",589.7,585.11
"Dec 26, 2016",586.0,557.83
"Dec 27, 2016",562.0,579.09
"Dec 28, 2016",585.0,609.1
"Dec 29, 2016",613.25,623.19
"Dec 30, 2016",630.5,627.92
"Jan 02, 2017",630.85,618.56
"Jan 03, 2017",612.25,635.04
"Jan 04, 2017",639.25,711.55
"Jan 05, 2017",728.0,711.25
"Jan 06, 2017",714.9,701.84
"Jan 09, 2017",705.0,691.84
"Jan 10, 2017",700.0,700.95
"Jan 11, 2017",709.85,703.04
"Jan 12, 2017",701.0,676.31
"Jan 13, 2017",689.0,670.53
"Jan 16, 2017",673.9,688.9
"Jan 17, 2017",690.0,690.54
"Jan 18, 2017",694.95,695.57
"Jan 19, 2017",700.25,688.15
"Jan 20, 2017",691.0,667.35
"Jan 23, 2017",671.95,672.82
"Jan 24, 2017",680.0,691.14
"Jan 25, 2017",698.0,706.17
"Jan 27, 2017",709.3,699.45
"Jan 30, 2017",703.0,690.74
"Jan 31, 2017",691.2,668.54
"Feb 01, 2017",674.0,697.41
"Feb 02, 2017",700.0,711.85
"Feb 03, 2017",720.65,706.27
"Feb 06, 2017",717.0,744.6
"Feb 07, 2017",754.7,701.35
"Feb 08, 2017",715.0,699.95
"Feb 09, 2017",709.0,713.39
"Feb 10, 2017",720.5,704.53
"Feb 13, 2017",710.0,691.99
"Feb 14, 2017",704.2,679.74
"Feb 15, 2017",680.25,657.19
"Feb 16, 2017",664.0,692.49
"Feb 17, 2017",701.8,701.2
"Feb 20, 2017",705.0,713.54
"Feb 21, 2017",718.0,716.28
"Feb 22, 2017",719.0,706.22
"Feb 23, 2017",710.0,704.43
"Feb 27, 2017",707.55,714.29
"Feb 28, 2017",717.25,715.88
"Mar 01, 2017",720.0,710.36
"Mar 02, 2017",717.0,708.86
"Mar 03, 2017",711.95,703.29
"Mar 06, 2017",710.0,708.02
"Mar 07, 2017",715.0,701.45
"Mar 08, 2017",710.0,731.81
"Mar 09, 2017",733.0,747.79
"Mar 10, 2017",750.0,745.4
"Mar 14, 2017",748.7,818.68
"Mar 15, 2017",829.0,797.42
"Mar 16, 2017",804.9,793.39
"Mar 17, 2017",801.0,781.99
"Mar 20, 2017",785.45,781.89
"Mar 21, 2017",792.1,794.98
"Mar 22, 2017",798.95,786.12
"Mar 23, 2017",796.85,785.82
"Mar 24, 2017",790.0,778.36
"Mar 27, 2017",789.0,786.12
"Mar 28, 2017",790.65,805.83
"Mar 29, 2017",810.25,797.47
"Mar 30, 2017",801.0,797.72
"Mar 31, 2017",801.0,794.93
"Apr 03, 2017",799.0,814.55
05-Apr-2017,818.15,830.87
06-Apr-2017,829.0,831.42
07-Apr-2017,832.1,811.71
10-Apr-2017,816.1,809.42
11-Apr-2017,814.95,828.14
12-Apr-2017,831.95,850.14
13-Apr-2017,853.0,833.31
17-Apr-2017,837.0,823.16
18-Apr-2017,828.0,813.9
19-Apr-2017,821.0,807.58
20-Apr-2017,816.95,810.02
21-Apr-2017,814.65,803.99
24-Apr-2017,828.0,786.72
25-Apr-2017,808.95,798.32
26-Apr-2017,814.8,779.65
27-Apr-2017,772.95,760.88
28-Apr-2017,769.9,768.7
02-May-2017,772.1,756.5
03-May-2017,769.85,730.47
04-May-2017,735.0,731.16
05-May-2017,737.0,756.6
08-May-2017,773.0,755.9
09-May-2017,770.0,766.36
10-May-2017,774.35,781.44
11-May-2017,788.2,774.17
12-May-2017,780.45,770.14
15-May-2017,773.3,757.95
16-May-2017,767.2,762.53
17-May-2017,765.7,753.32
18-May-2017,750.0,723.3
19-May-2017,735.0,701.64
22-May-2017,710.0,678.9
23-May-2017,684.25,675.26
24-May-2017,702.0,719.81
25-May-2017,729.8,706.32
26-May-2017,713.0,706.42
29-May-2017,706.0,683.28
30-May-2017,681.0,727.48
31-May-2017,747.95,724.29
01-Jun-2017,750.8,739.38
02-Jun-2017,750.0,732.21
05-Jun-2017,735.25,727.13
06-Jun-2017,732.1,736.94
07-Jun-2017,739.8,746.15
08-Jun-2017,749.0,741.57
09-Jun-2017,745.85,732.91
12-Jun-2017,732.95,716.98
13-Jun-2017,742.0,727.83
14-Jun-2017,743.9,716.28
15-Jun-2017,720.15,700.15
16-Jun-2017,705.9,692.73
19-Jun-2017,699.95,677.7
20-Jun-2017,699.0,699.55
21-Jun-2017,703.0,694.87
22-Jun-2017,711.9,685.47
23-Jun-2017,691.7,669.94
27-Jun-2017,672.9,664.11
28-Jun-2017,669.0,687.76
29-Jun-2017,697.8,685.02
30-Jun-2017,685.0,681.33
03-Jul-2017,684.25,685.32
04-Jul-2017,693.5,688.5
05-Jul-2017,711.4,703.59
06-Jul-2017,706.0,704.73
07-Jul-2017,710.65,711.35
10-Jul-2017,721.0,711.1
11-Jul-2017,719.2,710.36
12-Jul-2017,714.35,704.73
13-Jul-2017,711.2,705.33
14-Jul-2017,709.8,714.39
17-Jul-2017,720.0,708.86
18-Jul-2017,716.5,700.6
19-Jul-2017,707.0,718.87
20-Jul-2017,722.2,736.69
21-Jul-2017,750.0,746.45
24-Jul-2017,750.0,740.62
25-Jul-2017,745.0,733.01
26-Jul-2017,737.0,735.79
27-Jul-2017,741.0,728.87
28-Jul-2017,734.05,720.61
31-Jul-2017,725.6,710.46
01-Aug-2017,718.1,711.75
02-Aug-2017,717.85,710.41
03-Aug-2017,714.8,712.15
04-Aug-2017,717.0,696.12
07-Aug-2017,719.0,699.06
08-Aug-2017,704.0,685.42
09-Aug-2017,683.6,665.6
10-Aug-2017,677.0,639.82
11-Aug-2017,631.45,679.09
14-Aug-2017,707.0,677.9
16-Aug-2017,680.9,698.2
17-Aug-2017,701.55,723.05
18-Aug-2017,723.0,704.35
21-Aug-2017,702.0,699.05
22-Aug-2017,703.0,707.7
23-Aug-2017,715.5,719.2
24-Aug-2017,723.5,723.25
28-Aug-2017,723.25,723.25
