Date,Open,Close
"Nov 11, 2016",268.95,249.66
"Nov 15, 2016",251.4,240.08
"Nov 16, 2016",245.0,229.16
"Nov 17, 2016",230.0,228.91
"Nov 18, 2016",231.1,226.23
"Nov 21, 2016",231.8,217.84
"Nov 22, 2016",222.8,225.38
"Nov 23, 2016",232.75,230.35
"Nov 24, 2016",229.3,226.43
"Nov 25, 2016",228.15,236.41
"Nov 28, 2016",238.5,239.14
"Nov 29, 2016",244.4,250.01
"Nov 30, 2016",253.9,254.23
"Dec 01, 2016",257.95,247.08
"Dec 02, 2016",246.0,241.02
"Dec 05, 2016",242.0,248.03
"Dec 06, 2016",251.7,250.81
"Dec 07, 2016",254.0,245.49
"Dec 08, 2016",249.5,252.79
"Dec 09, 2016",256.75,253.29
"Dec 12, 2016",254.0,246.73
"Dec 13, 2016",250.0,243.61
"Dec 14, 2016",245.3,241.12
"Dec 15, 2016",240.0,242.07
"Dec 16, 2016",243.75,240.13
"Dec 19, 2016",242.0,239.88
"Dec 20, 2016",241.8,235.26
"Dec 21, 2016",238.0,234.67
"Dec 22, 2016",236.3,229.16
"Dec 23, 2016",230.0,232.33
"Dec 26, 2016",234.1,228.96
"Dec 27, 2016",231.15,236.46
"Dec 28, 2016",241.85,239.44
"Dec 29, 2016",244.0,243.31
"Dec 30, 2016",247.0,242.02
"Jan 02, 2017",245.1,248.08
"Jan 03, 2017",250.55,244.55
"Jan 04, 2017",248.15,242.02
"Jan 05, 2017",244.1,245.59
"Jan 06, 2017",246.9,246.49
"Jan 09, 2017",251.0,253.44
"Jan 10, 2017",257.9,253.54
"Jan 11, 2017",256.75,262.67
"Jan 12, 2017",270.0,265.01
"Jan 13, 2017",269.65,268.73
"Jan 16, 2017",271.7,286.06
"Jan 17, 2017",291.7,283.23
"Jan 18, 2017",287.7,280.95
"Jan 19, 2017",282.0,278.51
"Jan 20, 2017",280.0,270.42
"Jan 23, 2017",272.5,272.06
"Jan 24, 2017",278.0,275.48
"Jan 25, 2017",277.4,282.93
"Jan 27, 2017",284.9,281.94
"Jan 30, 2017",284.05,281.89
"Jan 31, 2017",283.85,282.59
"Feb 01, 2017",289.0,293.31
